Property_ID,Address,City,Floor,Floor_Count,Heating_Type,Last_Remodel_Year,Link,Living_Area,Postal_Code,Price,Property_Type,Roof_Type,Rooms,Scrape_Date,Source_Site,URL,Wall_Material,Weighted_Area
gartnersvinget-5-2800-kongens-lyngby-01730279___5_______,Gartnersvinget 5,Kongens Lyngby,N/A,1,Centralvarme med én fyringsenhed,2015,/adresse/gartnersvinget-5-2800-kongens-lyngby-01730279___5_______,150,2800,7423000,Rækkehus,Tegl,7,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/gartnersvinget-5-2800-kongens-lyngby-01730279___5_______,Mursten,171.7
rebaek-soepark-3-9-922-2650-hvidovre-01676690___3__9_922,"Rebæk Søpark 3, 9. 922.",Hvidovre,N/A,16,Fjernvarme/blokvarme,Ikke oplyst,/adresse/rebaek-soepark-3-9-922-2650-hvidovre-01676690___3__9_922,61,2650,1728000,Ejerlejlighed,Tagpap med stor hældning,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/rebaek-soepark-3-9-922-2650-hvidovre-01676690___3__9_922,Letbetonsten,Ikke oplyst
syvhoejvaenge-254-2625-vallensbaek-01877882_254_______,Syvhøjvænge 254,Vallensbæk,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/syvhoejvaenge-254-2625-vallensbaek-01877882_254_______,148,2625,4816000,Villa,Fibercement herunder asbest,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/syvhoejvaenge-254-2625-vallensbaek-01877882_254_______,Mursten,210.2
greve-alle-84-2650-hvidovre-01672957__84_______,Greve Alle 84,Hvidovre,N/A,1,Fjernvarme/blokvarme,2007,/adresse/greve-alle-84-2650-hvidovre-01672957__84_______,151,2650,6715000,Villa,Betontagsten,6,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/greve-alle-84-2650-hvidovre-01672957__84_______,Mursten,153.7
resenbrovej-10-2610-roedovre-01750678__10_______,Resenbrovej 10,Rødovre,N/A,1,Centralvarme med én fyringsenhed,1961,/adresse/resenbrovej-10-2610-roedovre-01750678__10_______,120,2610,3819000,Villa,Tagpap med stor hældning,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/resenbrovej-10-2610-roedovre-01750678__10_______,Mursten,126.4
taastrup-have-42-0-mf-2630-taastrup-01698960__42_st__mf,"Taastrup Have 42, st. mf.",Taastrup,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/taastrup-have-42-0-mf-2630-taastrup-01698960__42_st__mf,41,2630,1218000,Ejerlejlighed,Fibercement herunder asbest,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/taastrup-have-42-0-mf-2630-taastrup-01698960__42_st__mf,Mursten,Ikke oplyst
lindevej-1a-2630-taastrup-01694547__1a_______,Lindevej 1A,Taastrup,N/A,2,Fjernvarme/blokvarme,Ikke oplyst,/adresse/lindevej-1a-2630-taastrup-01694547__1a_______,100,2630,5715000,Villalejlighed,Betontagsten,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/lindevej-1a-2630-taastrup-01694547__1a_______,Mursten,Ikke oplyst
ellegaardsvej-3-0-2820-gentofte-01570180___3_st____,"Ellegårdsvej 3, st.",Gentofte,N/A,2,Fjernvarme/blokvarme,Ikke oplyst,/adresse/ellegaardsvej-3-0-2820-gentofte-01570180___3_st____,82,2820,10111000,Villalejlighed,Tegl,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/ellegaardsvej-3-0-2820-gentofte-01570180___3_st____,Mursten,Ikke oplyst
ellegaardsvej-3-1-2820-gentofte-01570180___3__1____,"Ellegårdsvej 3, 1.",Gentofte,N/A,2,Fjernvarme/blokvarme,Ikke oplyst,/adresse/ellegaardsvej-3-1-2820-gentofte-01570180___3__1____,64,2820,10111000,Villalejlighed,Tegl,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/ellegaardsvej-3-1-2820-gentofte-01570180___3__1____,Mursten,Ikke oplyst
vejlegaardsparken-50-2-26-2665-vallensbaek-strand-01879267__50__2__26,"Vejlegårdsparken 50, 2. 26.",Vallensbæk Strand,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-50-2-26-2665-vallensbaek-strand-01879267__50__2__26,47,2665,1173000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-50-2-26-2665-vallensbaek-strand-01879267__50__2__26,Betonelementer,Ikke oplyst
sthensvej-5b-1-tv-2630-taastrup-01697579__5b__1__tv,"Sthensvej 5B, 1. tv.",Taastrup,N/A,2,Elvarme,Ikke oplyst,/adresse/sthensvej-5b-1-tv-2630-taastrup-01697579__5b__1__tv,54,2630,1773000,Ejerlejlighed,Tagpap med stor hældning,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/sthensvej-5b-1-tv-2630-taastrup-01697579__5b__1__tv,Mursten,Ikke oplyst
spaden-c-2-0-3-2630-taastrup-01697428___2_st___3,"Spaden C 2, st. 3.",Taastrup,N/A,4,Fjernvarme/blokvarme,2005,/adresse/spaden-c-2-0-3-2630-taastrup-01697428___2_st___3,74,2630,1741000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/spaden-c-2-0-3-2630-taastrup-01697428___2_st___3,Betonelementer,Ikke oplyst
bakkedraget-31-1-2860-soeborg-01590050__31__1____,"Bakkedraget 31, 1.",Søborg,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/bakkedraget-31-1-2860-soeborg-01590050__31__1____,77,2860,8862000,Villalejlighed,Fibercement herunder asbest,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/bakkedraget-31-1-2860-soeborg-01590050__31__1____,Mursten,Ikke oplyst
bakkedraget-31-0-2860-soeborg-01590050__31_st____,"Bakkedraget 31, st.",Søborg,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/bakkedraget-31-0-2860-soeborg-01590050__31_st____,104,2860,8862000,Villalejlighed,Fibercement herunder asbest,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/bakkedraget-31-0-2860-soeborg-01590050__31_st____,Mursten,Ikke oplyst
middelvej-1-1-2820-gentofte-01570560___1__1____,"Middelvej 1, 1.",Gentofte,N/A,2,Centralvarme med én fyringsenhed,1997,/adresse/middelvej-1-1-2820-gentofte-01570560___1__1____,127,2820,17764000,Villalejlighed,Tegl,7,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/middelvej-1-1-2820-gentofte-01570560___1__1____,Mursten,Ikke oplyst
middelvej-1-0-2820-gentofte-01570560___1_st____,"Middelvej 1, st.",Gentofte,N/A,2,Centralvarme med én fyringsenhed,1997,/adresse/middelvej-1-0-2820-gentofte-01570560___1_st____,170,2820,17764000,Villalejlighed,Tegl,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/middelvej-1-0-2820-gentofte-01570560___1_st____,Mursten,Ikke oplyst
bondehavevej-12-0-th-2880-bagsvaerd-01590069__12_st__th,"Bondehavevej 12, st. th.",Bagsværd,N/A,2,Fjernvarme/blokvarme,Ikke oplyst,/adresse/bondehavevej-12-0-th-2880-bagsvaerd-01590069__12_st__th,58,2880,2342000,Ejerlejlighed,Tagpap med stor hældning,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/bondehavevej-12-0-th-2880-bagsvaerd-01590069__12_st__th,Mursten,Ikke oplyst
pilegaards-vaenge-183-2635-ishoej-01830530_183_______,Pilegårds Vænge 183,Ishøj,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/pilegaards-vaenge-183-2635-ishoej-01830530_183_______,225,2635,4328000,Villa,Metal,8,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/pilegaards-vaenge-183-2635-ishoej-01830530_183_______,Mursten,222.3
viemosebro-30-2610-roedovre-01750957__30_______,Viemosebro 30,Rødovre,N/A,1,Centralvarme med én fyringsenhed,2012,/adresse/viemosebro-30-2610-roedovre-01750957__30_______,247,2610,7532000,Villa,Fibercement herunder asbest,8,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/viemosebro-30-2610-roedovre-01750957__30_______,Mursten,249.85
torvevej-9-2740-skovlunde-01510685___9_______,Torvevej 9,Skovlunde,N/A,1,Varmepumpe,Ikke oplyst,/adresse/torvevej-9-2740-skovlunde-01510685___9_______,130,2740,4881000,Villa,Fibercement herunder asbest,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/torvevej-9-2740-skovlunde-01510685___9_______,Mursten,189.3
stationsvej-13a-2640-hedehusene-01697525_13a_______,Stationsvej 13A,Hedehusene,N/A,1,Elvarme,1973,/adresse/stationsvej-13a-2640-hedehusene-01697525_13a_______,99,2640,2178000,Rækkehus,Fibercement herunder asbest,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/stationsvej-13a-2640-hedehusene-01697525_13a_______,Letbetonsten,Ikke oplyst
lilliendalsvej-1-2-2-2600-glostrup-01610298___1__2___2,"Lilliendalsvej 1, 2. 2.",Glostrup,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/lilliendalsvej-1-2-2-2600-glostrup-01610298___1__2___2,39,2600,1328000,Ejerlejlighed,Fibercement herunder asbest,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/lilliendalsvej-1-2-2-2600-glostrup-01610298___1__2___2,Mursten,Ikke oplyst
hvidovrevej-13d-2610-roedovre-01750365_13d_______,Hvidovrevej 13D,Rødovre,N/A,1,Centralvarme med én fyringsenhed,1985,/adresse/hvidovrevej-13d-2610-roedovre-01750365_13d_______,54,2610,2536000,Rækkehus,Tagpap med stor hældning,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hvidovrevej-13d-2610-roedovre-01750365_13d_______,Mursten,Ikke oplyst
georgs-vaenge-3-2635-ishoej-01830200___3_______,Georgs Vænge 3,Ishøj,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/georgs-vaenge-3-2635-ishoej-01830200___3_______,96,2635,2422000,Rækkehus,Betontagsten,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/georgs-vaenge-3-2635-ishoej-01830200___3_______,Mursten,118.2
ewaldsbakken-11a-2900-hellerup-01570217_11a_______,Ewaldsbakken 11A,Hellerup,N/A,1,Fjernvarme/blokvarme,Ikke oplyst,/adresse/ewaldsbakken-11a-2900-hellerup-01570217_11a_______,225,2900,11878000,Villa,Tegl,6,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/ewaldsbakken-11a-2900-hellerup-01570217_11a_______,Mursten,282.05
niels-frederiksens-alle-20-2610-roedovre-01750595__20_______,Niels Frederiksens Alle 20,Rødovre,N/A,1,Centralvarme med én fyringsenhed,1965,/adresse/niels-frederiksens-alle-20-2610-roedovre-01750595__20_______,140,2610,4317000,Villa,Fibercement uden asbest,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/niels-frederiksens-alle-20-2610-roedovre-01750595__20_______,Mursten,158.5
gammelgaards-alle-27-4-48-2665-vallensbaek-strand-01871704__27__4__48,"Gammelgårds Alle 27, 4. 48.",Vallensbæk Strand,N/A,6,Fjernvarme/blokvarme,2019,/adresse/gammelgaards-alle-27-4-48-2665-vallensbaek-strand-01871704__27__4__48,88,2665,2320000,Ejerlejlighed,Tagpap med lille hældning,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/gammelgaards-alle-27-4-48-2665-vallensbaek-strand-01871704__27__4__48,Betonelementer,Ikke oplyst
baunevej-196-2630-taastrup-01690324_196_______,Baunevej 196,Taastrup,N/A,1,Fjernvarme/blokvarme,1997,/adresse/baunevej-196-2630-taastrup-01690324_196_______,131,2630,3870000,Rækkehus,Fibercement herunder asbest,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/baunevej-196-2630-taastrup-01690324_196_______,Betonelementer,137.8
molndalsparken-27-2620-albertslund-01650328__27_______,Mölndalsparken 27,Albertslund,N/A,2,Fjernvarme/blokvarme,Ikke oplyst,/adresse/molndalsparken-27-2620-albertslund-01650328__27_______,67,2620,1947000,Ejerlejlighed,Betontagsten,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/molndalsparken-27-2620-albertslund-01650328__27_______,Mursten,Ikke oplyst
bibliotekvej-9-2650-hvidovre-01670746___9_______,Bibliotekvej 9,Hvidovre,N/A,2,Fjernvarme/blokvarme,Ikke oplyst,/adresse/bibliotekvej-9-2650-hvidovre-01670746___9_______,80,2650,3939000,Rækkehus,Tagpap med stor hældning,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/bibliotekvej-9-2650-hvidovre-01670746___9_______,Mursten,96
taarbaek-strandvej-76-1-th-2930-klampenborg-01730970__76__1__th,"Taarbæk Strandvej 76, 1. th.",Klampenborg,N/A,2,Centralvarme med én fyringsenhed,1982,/adresse/taarbaek-strandvej-76-1-th-2930-klampenborg-01730970__76__1__th,121,2930,7221000,Ejerlejlighed,Fibercement uden asbest,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/taarbaek-strandvej-76-1-th-2930-klampenborg-01730970__76__1__th,Mursten,Ikke oplyst
skovbrynet-25-2800-kongens-lyngby-01730722__25_______,Skovbrynet 25,Kongens Lyngby,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/skovbrynet-25-2800-kongens-lyngby-01730722__25_______,99,2800,4708000,Villa,Tegl,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/skovbrynet-25-2800-kongens-lyngby-01730722__25_______,Mursten,143
jaegerbakken-15-2820-gentofte-01570420__15_______,Jægerbakken 15,Gentofte,N/A,1,Centralvarme med én fyringsenhed,1961,/adresse/jaegerbakken-15-2820-gentofte-01570420__15_______,171,2820,11556000,Villa,Tegl,6,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/jaegerbakken-15-2820-gentofte-01570420__15_______,Mursten,209.2
jaegersborg-alle-112-2920-charlottenlund-01570423_112_______,Jægersborg Alle 112,Charlottenlund,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/jaegersborg-alle-112-2920-charlottenlund-01570423_112_______,210,2920,14219000,Villa,Fibercement herunder asbest,7,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/jaegersborg-alle-112-2920-charlottenlund-01570423_112_______,Mursten,214.4
ordrupvej-67-1-tv-2920-charlottenlund-01570622__67__1__tv,"Ordrupvej 67, 1. tv.",Charlottenlund,N/A,5,Fjernvarme/blokvarme,Ikke oplyst,/adresse/ordrupvej-67-1-tv-2920-charlottenlund-01570622__67__1__tv,63,2920,2562000,Ejerlejlighed,Tegl,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/ordrupvej-67-1-tv-2920-charlottenlund-01570622__67__1__tv,Mursten,Ikke oplyst
vildtbaneparken-112c-2635-ishoej-01830889112c_______,Vildtbaneparken 112C,Ishøj,N/A,1,Varmepumpe,Ikke oplyst,/adresse/vildtbaneparken-112c-2635-ishoej-01830889112c_______,138,2635,3071000,Rækkehus,Tegl,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vildtbaneparken-112c-2635-ishoej-01830889112c_______,Mursten,139.8
vejlegaardsparken-2-1-16-2665-vallensbaek-strand-01879267___2__1__16,"Vejlegårdsparken 2, 1. 16.",Vallensbæk Strand,N/A,6,Fjernvarme/blokvarme,Ikke oplyst,/adresse/vejlegaardsparken-2-1-16-2665-vallensbaek-strand-01879267___2__1__16,88,2665,2178000,Ejerlejlighed,Tagpap med lille hældning,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vejlegaardsparken-2-1-16-2665-vallensbaek-strand-01879267___2__1__16,Betonelementer,Ikke oplyst
pilevej-6-2600-glostrup-01610380___6_______,Pilevej 6,Glostrup,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/pilevej-6-2600-glostrup-01610380___6_______,116,2600,3766000,Villa,Tegl,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/pilevej-6-2600-glostrup-01610380___6_______,Mursten,143.6
stendam-25-2650-hvidovre-01677616__25_______,Stendam 25,Hvidovre,N/A,1,Elvarme,Ikke oplyst,/adresse/stendam-25-2650-hvidovre-01677616__25_______,145,2650,5336000,Rækkehus,Tagpap med lille hældning,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/stendam-25-2650-hvidovre-01677616__25_______,Mursten,145
kirkebjerg-vaenge-35-2635-ishoej-01830365__35_______,Kirkebjerg Vænge 35,Ishøj,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/kirkebjerg-vaenge-35-2635-ishoej-01830365__35_______,187,2635,4200000,Villa,Betontagsten,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/kirkebjerg-vaenge-35-2635-ishoej-01830365__35_______,Mursten,187.3
flintevaenget-6-2640-hedehusene-01691651___6_______,Flintevænget 6,Hedehusene,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/flintevaenget-6-2640-hedehusene-01691651___6_______,139,2640,3991000,Rækkehus,Betontagsten,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/flintevaenget-6-2640-hedehusene-01691651___6_______,Mursten,145.5
kongevejen-128a-2830-virum-01730458128a_______,Kongevejen 128A,Virum,N/A,1,Centralvarme med én fyringsenhed,1976,/adresse/kongevejen-128a-2830-virum-01730458128a_______,121,2830,6267000,Villa,Tagpap med stor hældning,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/kongevejen-128a-2830-virum-01730458128a_______,Træ,167.3
nattergalevej-15-2630-taastrup-01695386__15_______,Nattergalevej 15,Taastrup,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/nattergalevej-15-2630-taastrup-01695386__15_______,101,2630,2997000,Villa,Tegl,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/nattergalevej-15-2630-taastrup-01695386__15_______,Mursten,131.45
nestors-alle-13-2650-hvidovre-01675974__13_______,Nestors Alle 13,Hvidovre,N/A,1,Centralvarme med én fyringsenhed,1968,/adresse/nestors-alle-13-2650-hvidovre-01675974__13_______,127,2650,4287000,Villa,Metal,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/nestors-alle-13-2650-hvidovre-01675974__13_______,Mursten,129.8
hoejmarksvej-30-2860-soeborg-01590342__30_______,Højmarksvej 30,Søborg,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/hoejmarksvej-30-2860-soeborg-01590342__30_______,121,2860,7292000,Villa,Tegl,6,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hoejmarksvej-30-2860-soeborg-01590342__30_______,Mursten,147.6
birkevang-74-2640-hedehusene-01690430__74_______,Birkevang 74,Hedehusene,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/birkevang-74-2640-hedehusene-01690430__74_______,130,2640,3954000,Villa,Tegl,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/birkevang-74-2640-hedehusene-01690430__74_______,Mursten,145.25
rebaek-soepark-3-16-1605-2650-hvidovre-01676690___3_161605,"Rebæk Søpark 3, 16. 1605.",Hvidovre,N/A,16,Fjernvarme/blokvarme,Ikke oplyst,/adresse/rebaek-soepark-3-16-1605-2650-hvidovre-01676690___3_161605,46,2650,1346000,Ejerlejlighed,Tagpap med stor hældning,1,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/rebaek-soepark-3-16-1605-2650-hvidovre-01676690___3_161605,Letbetonsten,Ikke oplyst
bredebovej-23-5-mf-2800-kongens-lyngby-01730092__23__5__mf,"Bredebovej 23, 5. mf.",Kongens Lyngby,N/A,7,Fjernvarme/blokvarme,Ikke oplyst,/adresse/bredebovej-23-5-mf-2800-kongens-lyngby-01730092__23__5__mf,64,2800,2524000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/bredebovej-23-5-mf-2800-kongens-lyngby-01730092__23__5__mf,Mursten,Ikke oplyst
mosegaardsvej-138-2820-gentofte-01570570_138_______,Mosegårdsvej 138,Gentofte,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/mosegaardsvej-138-2820-gentofte-01570570_138_______,80,2820,4765000,Rækkehus,Tegl,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/mosegaardsvej-138-2820-gentofte-01570570_138_______,Mursten,112
skjoldagervej-92-0-tv-2820-gentofte-01570705__92_st__tv,"Skjoldagervej 92, st. tv.",Gentofte,N/A,3,Fjernvarme/blokvarme,Ikke oplyst,/adresse/skjoldagervej-92-0-tv-2820-gentofte-01570705__92_st__tv,72,2820,2959000,Ejerlejlighed,Andet materiale,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/skjoldagervej-92-0-tv-2820-gentofte-01570705__92_st__tv,Mursten,Ikke oplyst
vallensbaek-strandvej-270-2665-vallensbaek-strand-01871750_270_______,Vallensbæk Strandvej 270,Vallensbæk Strand,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/vallensbaek-strandvej-270-2665-vallensbaek-strand-01871750_270_______,134,2665,5134000,Villa,Tegl,6,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/vallensbaek-strandvej-270-2665-vallensbaek-strand-01871750_270_______,Mursten,176.35
buddinge-hovedgade-135b-1-th-2860-soeborg-01590086135b__1__th,"Buddinge Hovedgade 135B, 1. th.",Søborg,N/A,2,Fjernvarme/blokvarme,1974,/adresse/buddinge-hovedgade-135b-1-th-2860-soeborg-01590086135b__1__th,83,2860,2979000,Ejerlejlighed,Tagpap med stor hældning,3,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/buddinge-hovedgade-135b-1-th-2860-soeborg-01590086135b__1__th,Mursten,Ikke oplyst
hybenvej-6-2830-virum-01730358___6_______,Hybenvej 6,Virum,N/A,1,Centralvarme med én fyringsenhed,1963,/adresse/hybenvej-6-2830-virum-01730358___6_______,116,2830,6061000,Rækkehus,Tegl,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hybenvej-6-2830-virum-01730358___6_______,Mursten,132
leen-b-5-2-1-2630-taastrup-01694316___5__2___1,"Leen B 5, 2. 1.",Taastrup,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/leen-b-5-2-1-2630-taastrup-01694316___5__2___1,57,2630,1515000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/leen-b-5-2-1-2630-taastrup-01694316___5__2___1,Betonelementer,Ikke oplyst
skolelodden-9-2605-broendby-01530601___9_______,Skolelodden 9,Brøndby,N/A,1,Fjernvarme/blokvarme,Ikke oplyst,/adresse/skolelodden-9-2605-broendby-01530601___9_______,102,2605,3288000,Rækkehus,Fibercement herunder asbest,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/skolelodden-9-2605-broendby-01530601___9_______,Mursten,107.5
hammeren-30-3-171-2630-taastrup-01692530__30__3_171,"Hammeren 30, 3. 171.",Taastrup,N/A,4,Fjernvarme/blokvarme,Ikke oplyst,/adresse/hammeren-30-3-171-2630-taastrup-01692530__30__3_171,70,2630,1713000,Ejerlejlighed,Tagpap med lille hældning,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/hammeren-30-3-171-2630-taastrup-01692530__30__3_171,Betonelementer,Ikke oplyst
topperne-9-3-32-2620-albertslund-01650532___9__3__32,"Topperne 9, 3. 32.",Albertslund,N/A,4,Fjernvarme/blokvarme,1989,/adresse/topperne-9-3-32-2620-albertslund-01650532___9__3__32,49,2620,1270000,Ejerlejlighed,Fibercement herunder asbest,2,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/topperne-9-3-32-2620-albertslund-01650532___9__3__32,Betonelementer,Ikke oplyst
jens-andersens-vaenge-7-2630-taastrup-01693519___7_______,Jens Andersens Vænge 7,Taastrup,N/A,1,Varmepumpe,1973,/adresse/jens-andersens-vaenge-7-2630-taastrup-01693519___7_______,189,2630,4447000,Villa,Tegl,4,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/jens-andersens-vaenge-7-2630-taastrup-01693519___7_______,Mursten,184.7
parkvej-5-2830-virum-01730642___5_______,Parkvej 5,Virum,N/A,1,Centralvarme med én fyringsenhed,Ikke oplyst,/adresse/parkvej-5-2830-virum-01730642___5_______,110,2830,5418000,Villa,Tegl,5,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/parkvej-5-2830-virum-01730642___5_______,Mursten,143.15
skovshovedvej-27a-2920-charlottenlund-01570736_27a_______,Skovshovedvej 27A,Charlottenlund,N/A,1,Varmepumpe,Ikke oplyst,/adresse/skovshovedvej-27a-2920-charlottenlund-01570736_27a_______,182,2920,12120000,Villa,Tegl,8,2025-04-28,boligsiden,https://www.boligsiden.dk/adresse/skovshovedvej-27a-2920-charlottenlund-01570736_27a_______,Bindingsværk,236.05
